Campaign_Name,Campaign_Objective,Campaign_Interaction_Type,Campaign_Conversion_Type,Campaign_Brand,Campaign_Brand_Type,Campaign_Sector,Campaign_Subsector,Campaign_Served_Country,Campaign_ID,Campaign_KPI,Campaign_Audience,Campaign_Duration,Campaign_Seasonality_Target,Client_Name,Client_Region,Client_Sector,Client_Relationship,Source_game_key,,Source_url,,Source_full_url,Ad_Type,Ad_Interaction,Ad_Build_Type,Ad_Video,Ad_Slideshow,Ad_target_audience,Ad_environment,Ad_format,Ad_KPI,Ad_eng_rate,Ad_eng_rate_>_benchmark,Ad_CTR,Ad_CTR_ >_ benchmark,Ad_VTR,Ad_VTR_>_benchmark,Ad_Interaction_changes,Ad_interaction_type_new,Ad_margins,Ad_BIO_recency
"Hulu 
(Future Man)
HULU FutureMan 4Answer BIO Mobile",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,dunit-HULU-FutureMan-4Answer-BIO-Mobile/d28090c93a827bf253e9,/game.js,https://wat.adludio.com/games/dunit-HULU-FutureMan-4Answer-BIO-Mobile/d28090c93a827bf253e9/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Hulu 
(Future Man)
Fef94e9861f783ee79996dd8458d5978",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,fef94e9861f783ee79996dd8458d5978/1e3af593c541769afc13,/game.js,https://wat.adludio.com/games/fef94e9861f783ee79996dd8458d5978/1e3af593c541769afc13/game.js,,,,,,,,MPU,,,,,,,,,,,
"Hulu 
(Future Man)
Hulu Future Man Mpu Original",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-hulu-future-man-mpu-original/5d802c9eda484075ec0f,/game.js,https://wat.adludio.com/games/adunit-hulu-future-man-mpu-original/5d802c9eda484075ec0f/game.js,,,,,,,,MPU,,,,,,,,,,,
"Asics 
Christmas",,,,,,Fashion,,,,,,,,,,,,,https://wat.adludio.com/games/,81e8e8e5c407d694364c73ed936c7e43/9f010190269fe15e4f35,/game.js,https://wat.adludio.com/games/81e8e8e5c407d694364c73ed936c7e43/9f010190269fe15e4f35/game.js,,⬅️ Swipe left,standard,YES,–,"Runners
Adults 18-45",Display,Full Screen,Engagement rate and CTR,15.94%,YES,3.62%,NO,,,NO,Made end screen fully clickable to increase CTR,71.17%,
"Which?
D94a403b6070f49267a0608ea3ffe0c9",,,,,,Technology,,,,,,,,,,,,,https://wat.adludio.com/games/,d94a403b6070f49267a0608ea3ffe0c9/9a9860613b85afb2e138,/game.js,https://wat.adludio.com/games/d94a403b6070f49267a0608ea3ffe0c9/9a9860613b85afb2e138/game.js,,➡️ Swipe right,standard,–,–,"adults
A25+",DIsplay,Full Screen,Landings,N/A,N/A,51.05%,Yes,N/A,N/A,No,N/A,83.75%,
"Which?
44e18134ee2dbe2eeeffa18c7abb2a4a",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,44e18134ee2dbe2eeeffa18c7abb2a4a/edc4dc0a9044f9f7d452,/game.js,https://wat.adludio.com/games/44e18134ee2dbe2eeeffa18c7abb2a4a/edc4dc0a9044f9f7d452/game.js,,,,,,,,MPU,,,,,,,,,,,
"National Art Council
The A List
National Arts Council A List Mob",,,,,,"Event, exhibition",,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-national-arts-council-a-list-mob/975ab5ae54ed48f9b193,/game.js,https://wat.adludio.com/games/adunit-national-arts-council-a-list-mob/975ab5ae54ed48f9b193/game.js,USER CHOISE,◾️👆Drag - Slider,non-standard,–,–,"Art Enthusiasts, Non Art Enthusiats 
Families & Kids, Outdoor enthusiasts",Display,Full Screen,Engagement rate and CTR,9.54%,NO,38.70%,YES,,,YES,Tried to increase engageable area,59.61%,
"National Art Council
The A List
National Arts Council A List Mob Second Refresh",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-national-arts-council-a-list-mob-second-refresh/6768307fb6b8d8f62d79,/game.js,https://wat.adludio.com/games/adunit-national-arts-council-a-list-mob-second-refresh/6768307fb6b8d8f62d79/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"National Art Council
The A List
National Arts Council A List Mob Second Refresh Pips Playbox",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-national-arts-council-a-list-mob-second-refresh-pips-playbox/5b07f970e71653834dd1,/game.js,https://wat.adludio.com/games/adunit-national-arts-council-a-list-mob-second-refresh-pips-playbox/5b07f970e71653834dd1/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
B5397b0078e1943b2a5c9bfbc41c2286",,,,,,Technology,,,,,,,,,,,,,https://wat.adludio.com/games/,b5397b0078e1943b2a5c9bfbc41c2286/1269e83dda4fb57daee9,/game.js,https://wat.adludio.com/games/b5397b0078e1943b2a5c9bfbc41c2286/1269e83dda4fb57daee9/game.js,,"◾️👆🔲 Drag & Drop
",standard,(frames),–,"Urban and affluent adults
(slightly more male) who are “New 
Entrepreneurs” with children age below 10.",,Full Screen,,,,,,,,,,47.94%,
"Huawei 
StorySign
Huawei Storysign Netherlands",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-netherlands/9247d31ab61adf34e3f7,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-netherlands/9247d31ab61adf34e3f7/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Ger",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-ger/9a5606cfba79c454fc57,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-ger/9a5606cfba79c454fc57/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Fra",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-fra/efc4cb58747bce7c733c,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-fra/efc4cb58747bce7c733c/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Spain",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-spain/038f36712015e5edfe82,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-spain/038f36712015e5edfe82/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Swiss",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-swiss/20fea7e0e661ac094cf1,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-swiss/20fea7e0e661ac094cf1/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Belgium",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-belgium/c849887270d73ea167c3,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-belgium/c849887270d73ea167c3/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Italy",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-italy/6e2ceabea589ae9c4b02,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-italy/6e2ceabea589ae9c4b02/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
Huawei Storysign Portugal",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-huawei-storysign-portugal/7987c12f702c40ca1d15,/game.js,https://wat.adludio.com/games/adunit-huawei-storysign-portugal/7987c12f702c40ca1d15/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Huawei 
StorySign
68143eb26c511cf51fa1d2cf38b97d2c",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,68143eb26c511cf51fa1d2cf38b97d2c/82333de7451a503d3c59,/game.js,https://wat.adludio.com/games/68143eb26c511cf51fa1d2cf38b97d2c/82333de7451a503d3c59/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
45c67c1a4d6afa020964fce55381498e",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,45c67c1a4d6afa020964fce55381498e/a40d796cd0445b9b8814,/game.js,https://wat.adludio.com/games/45c67c1a4d6afa020964fce55381498e/a40d796cd0445b9b8814/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
78966095ed08a72c0e06e06791f3e679",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,78966095ed08a72c0e06e06791f3e679/d9626d04725d260f2e41,/game.js,https://wat.adludio.com/games/78966095ed08a72c0e06e06791f3e679/d9626d04725d260f2e41/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
Aa8714a8ed6d37a1bd14d24acb06d731",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,aa8714a8ed6d37a1bd14d24acb06d731/22719b444b18c5668aa1,/game.js,https://wat.adludio.com/games/aa8714a8ed6d37a1bd14d24acb06d731/22719b444b18c5668aa1/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
F7abc228834c87d3c5f440615b920401",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,f7abc228834c87d3c5f440615b920401/017512e814930cdeea81,/game.js,https://wat.adludio.com/games/f7abc228834c87d3c5f440615b920401/017512e814930cdeea81/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
0731e0d53284f2db9d04264005d6cc61",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,0731e0d53284f2db9d04264005d6cc61/3a3de16a9339b28267b7,/game.js,https://wat.adludio.com/games/0731e0d53284f2db9d04264005d6cc61/3a3de16a9339b28267b7/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
Af1323852493113dc603b1722c794ebf",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,af1323852493113dc603b1722c794ebf/f1c463c1566268424863,/game.js,https://wat.adludio.com/games/af1323852493113dc603b1722c794ebf/f1c463c1566268424863/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
Fcd5b30312949bd13a42e9d3047c9449",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,fcd5b30312949bd13a42e9d3047c9449/4195f8b24c227ad2bc4f,/game.js,https://wat.adludio.com/games/fcd5b30312949bd13a42e9d3047c9449/4195f8b24c227ad2bc4f/game.js,,,,,,,,MPU,,,,,,,,,,,
"Huawei 
StorySign
468da555b7c2f2a2bb7731fbeba7acc6",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,468da555b7c2f2a2bb7731fbeba7acc6/7fd132c8c0a9959f7ade,/game.js,https://wat.adludio.com/games/468da555b7c2f2a2bb7731fbeba7acc6/7fd132c8c0a9959f7ade/game.js,,,,,,,,MPU,,,,,,,,,,,
"iHop N Go
81762b4dad140867f0201202dcc16b46",,,,,,Food & Drink,,,,,,,,,,,,,https://wat.adludio.com/games/,81762b4dad140867f0201202dcc16b46/67f8a6db4379363b6910,/game.js,https://wat.adludio.com/games/81762b4dad140867f0201202dcc16b46/67f8a6db4379363b6910/game.js,,➡️ Swipe right,standard,NO,–,"Families with children
",Display,Full Screen,$8 CPO,CPA: 5.87,"Yes, above $8 CPO goal",Conversion Rate: 4.26%,"Yes, above conv. rate benchmark ($8)",n/a,n/a,No,n/a,22.69%,
"iHop N Go
6b155224f00347b76021f0b55e57623c",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,6b155224f00347b76021f0b55e57623c/1b579cee3c9e822b611e,/game.js,https://wat.adludio.com/games/6b155224f00347b76021f0b55e57623c/1b579cee3c9e822b611e/game.js,,,,,,,,MPU,,,,,,,,,,,
Grab - GrabPay CNY,,,,,,Financial,,,,,,,,,,,,,https://wat.adludio.com/games/,c3fb688d1365a189e48cade810008478/553508356d5c5d68fad7,/game.js,https://wat.adludio.com/games/c3fb688d1365a189e48cade810008478/553508356d5c5d68fad7/game.js,,⬆️ Swipe up,standard,–,–,"Millennials Age 18-35, Tech Savvy 
Loves Discounts & Sales Opportunities",Display,Full Screen,Engagement rate and CTR,10.66%,NO,2.75%,NO,,,,,80.00%,
"Adidas 
(UltraBoost)",,,,,,Fashion,,,,,,,,,,,,,https://wat.adludio.com/games/,dfc2d51ae4eff6b9fa7e91483e4b874c/5076c86107ba230029fa,/game.js,https://wat.adludio.com/games/dfc2d51ae4eff6b9fa7e91483e4b874c/5076c86107ba230029fa/game.js,,➡️ Swipe right,standard,–,–,"Teenagers 
Adults 16-25",Display,Full Screen,"CTR, Sales",15.89%,Yes,8.10%,Yes,N/A,N/A,No,,84.49%,
"La Mer
(Arrive Hydrated)
F9fd6315f7843c7ce0107536fc7cf55a",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,f9fd6315f7843c7ce0107536fc7cf55a/9708f012727e8cb1c5f5,/game.js,https://wat.adludio.com/games/f9fd6315f7843c7ce0107536fc7cf55a/9708f012727e8cb1c5f5/game.js,,🔘 Press & Hold,standard,YES,YES,"GEO TARGETED 
ANIMATED MOBILE DISPLAY.
Female A20-35",Display,Full Screen,Engagement rate,15.89%,Yes,,,,,,,84.80%,
"La Mer
(Arrive Hydrated)
829d2c6321ab9b24526850b8b7eac3d9",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,829d2c6321ab9b24526850b8b7eac3d9/2aac7a0e8bb84fd08ca2,/game.js,https://wat.adludio.com/games/829d2c6321ab9b24526850b8b7eac3d9/2aac7a0e8bb84fd08ca2/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer
(Arrive Hydrated)
968b34de8ad4d6be6aba3ae2b4f0e65f",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,968b34de8ad4d6be6aba3ae2b4f0e65f/e456c22cd7a1d1b196e2,/game.js,https://wat.adludio.com/games/968b34de8ad4d6be6aba3ae2b4f0e65f/e456c22cd7a1d1b196e2/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer
(Arrive Hydrated)
Fcdbce8a0654d882ca11dac1476bdb94",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,fcdbce8a0654d882ca11dac1476bdb94/41cd690c0c62eeb1fdfe,/game.js,https://wat.adludio.com/games/fcdbce8a0654d882ca11dac1476bdb94/41cd690c0c62eeb1fdfe/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer
(Arrive Hydrated)
Dc4b1604807052d2724a2d616922de44",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,dc4b1604807052d2724a2d616922de44/0efaecdf5bdb37d245af,/game.js,https://wat.adludio.com/games/dc4b1604807052d2724a2d616922de44/0efaecdf5bdb37d245af/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer
(Arrive Hydrated)
49852d31c431c6a0d74eba555ce6031e",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,49852d31c431c6a0d74eba555ce6031e/d9146bb1cbd49493041c,/game.js,https://wat.adludio.com/games/49852d31c431c6a0d74eba555ce6031e/d9146bb1cbd49493041c/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer
(Arrive Hydrated)
5fb568481dcc179c5970491614110909",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,5fb568481dcc179c5970491614110909/72e8c5c763254ef195b3,/game.js,https://wat.adludio.com/games/5fb568481dcc179c5970491614110909/72e8c5c763254ef195b3/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Sony Pictures 
(The Possession of 
Hannah Grace)
A7f9b841c130e0d5e6e70a56ceaeccb7",,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,a7f9b841c130e0d5e6e70a56ceaeccb7/b621bab1f4f8cc8b6fed,/game.js,https://wat.adludio.com/games/a7f9b841c130e0d5e6e70a56ceaeccb7/b621bab1f4f8cc8b6fed/game.js,,➡️ Swipe right,standard,YES,–,"Moviegoers A16-30 
Fans of Supernatural, Horror, Thriller Films",,Full Screen,,,,,,,,,,86.12%,
"Sony Pictures 
(The Possession of 
Hannah Grace)
Ea9310bcee641b9428f902ae77dca84a",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,ea9310bcee641b9428f902ae77dca84a/71c5bb3a8acf522ff916,/game.js,https://wat.adludio.com/games/ea9310bcee641b9428f902ae77dca84a/71c5bb3a8acf522ff916/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c/aed8a352a39484c0bbf2,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c/aed8a352a39484c0bbf2/game.js,,⦿👆Tap,standard,YES,YES,"FEMALES AGED 18+
staying awake and looking at screens",Display,Full Screen,Engagement rate,15.86%,Yes,,,,,,,92.82%,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c Ar",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c-ar/536b8c333f8ea133bf11,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c-ar/536b8c333f8ea133bf11/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c Es",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c-es/9aeea0a233737219a404,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c-es/9aeea0a233737219a404/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c Fr",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c-fr/6df27b0155c9a1e1154b,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c-fr/6df27b0155c9a1e1154b/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c It",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c-it/7e5c17d386fd2314d263,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c-it/7e5c17d386fd2314d263/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Estee Lauder Oculus
16f4c847eee4c441c5511237e195511c It2",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,16f4c847eee4c441c5511237e195511c-it2/e2d91b201032819cdae4,/game.js,https://wat.adludio.com/games/16f4c847eee4c441c5511237e195511c-it2/e2d91b201032819cdae4/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
E2351be36fa6546597ab76e0455c5673",,,,,,Tourism,,,,,,,,,,,,,https://wat.adludio.com/games/,e2351be36fa6546597ab76e0455c5673/29610432d8f52f2ba28b,/game.js,https://wat.adludio.com/games/e2351be36fa6546597ab76e0455c5673/29610432d8f52f2ba28b/game.js,,⬅️ Swipe left,standard,YES,–,Travellers ,Display,Full Screen,Engagement rate and CTR,15.61%,Yes,5.53%,Yes,26.46%,No,No,,76.40%,
"Visit Britain Loch Ness
E2351be36fa6546597ab76e0455c5673",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,63f67675b91d220c1c70c7a3cdd3e0ba/2a86e736c9ad292d81d0,/game.js,https://wat.adludio.com/games/63f67675b91d220c1c70c7a3cdd3e0ba/2a86e736c9ad292d81d0/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
264f64dc868ef3f0d3b9aa62f2731348",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,264f64dc868ef3f0d3b9aa62f2731348/c8cbc6665ccdc1df6aec,/game.js,https://wat.adludio.com/games/264f64dc868ef3f0d3b9aa62f2731348/c8cbc6665ccdc1df6aec/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
97c5b46813154d72936083631afbd7bc",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,97c5b46813154d72936083631afbd7bc/cdfb367b547143c302a0,/game.js,https://wat.adludio.com/games/97c5b46813154d72936083631afbd7bc/cdfb367b547143c302a0/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
B8b830b8e881e85b7332157cc42ea014",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,b8b830b8e881e85b7332157cc42ea014/4832ba90e9c81481e8d0,/game.js,https://wat.adludio.com/games/b8b830b8e881e85b7332157cc42ea014/4832ba90e9c81481e8d0/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
03496ac0c34728fa4fa528070337e8bb",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,03496ac0c34728fa4fa528070337e8bb/aa290e24469f9fad828b,/game.js,https://wat.adludio.com/games/03496ac0c34728fa4fa528070337e8bb/aa290e24469f9fad828b/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
Visit Britain Fr Vid 2",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-visit-britain-fr-vid-2/a363183e7c91767f52a4,/game.js,https://wat.adludio.com/games/adunit-visit-britain-fr-vid-2/a363183e7c91767f52a4/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Visit Britain Loch Ness
8984b6479aacd19faf910afb2dd57474",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,8984b6479aacd19faf910afb2dd57474/dee76cc060205431aceb,/game.js,https://wat.adludio.com/games/8984b6479aacd19faf910afb2dd57474/dee76cc060205431aceb/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"20th Century Fox
Bohemian Rhapsody
Bohemian Rhapsody Dvd",,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-bohemian-rhapsody-dvd/a6ad80158b8c05c9066b,/game.js,https://wat.adludio.com/games/adunit-bohemian-rhapsody-dvd/a6ad80158b8c05c9066b/game.js,QUIZ-GAME,⦿👆Tap,non-standard,YES,–,"fans of queen
Age 16+ 
Music lovers",Display,Full Screen,5% - 10% engagement rate (Game plays),15.52%,Yes,13.61%,Yes,78.17%,Yes,Yes - internally we removed the game so the unit wouldn't be too heavy (helped open up delivery + increase performance),N/A,78.36%,
"20th Century Fox
Bohemian Rhapsody
Bohemian Rhapsody Test",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-bohemian-rhapsody-test/b43c5d28ccc8f418170f,/game.js,https://wat.adludio.com/games/adunit-bohemian-rhapsody-test/b43c5d28ccc8f418170f/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"20th Century Fox
Bohemian Rhapsody
D53d375d40c9cf9d613537d670bf4a1b",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,d53d375d40c9cf9d613537d670bf4a1b/5746be1289ff4f1d8bf0,/game.js,https://wat.adludio.com/games/d53d375d40c9cf9d613537d670bf4a1b/5746be1289ff4f1d8bf0/game.js,,,,,,,,MPU,,,,,,,,,,,
"20th Century Fox
Bohemian Rhapsody
Adf8d265ab5b08530ba3df3f750abafd",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adf8d265ab5b08530ba3df3f750abafd/8d39e7046b0d9c3a559b,/game.js,https://wat.adludio.com/games/adf8d265ab5b08530ba3df3f750abafd/8d39e7046b0d9c3a559b/game.js,,,,,,,,Full Screen,,,,,,,,,,,
Hulu: User Subscription,,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,,/game.js,,,🔘 Press & Hold,standard,NO,–,"Fans of the TV show
Age 16+ audience ",Display,,,Still running - TBD,,Still running - TBD,,n/a,n/a,No,n/a,,
"Jo Malone 
Honeysuckle & Davana",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-jo-malone-honeysuckle-birm/95f57f795ba68e2bd065,/game.js,https://wat.adludio.com/games/adunit-jo-malone-honeysuckle-birm/95f57f795ba68e2bd065/game.js,,📳 Shake,standard,–,–,"GEO TARGETED 
ANIMATED MOBILE DISPLAY.
Female A20-35",Display,Full Screen,Engagement rate,15.47%,Yes,,,,,,,81.46%,
"Longchamp Christmas
Longchamp Creative Black Amazon",,,,,,Fashion,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-longchamp-creative-black-amazon/3cbd08ad625c9c58528f,/game.js,https://wat.adludio.com/games/adunit-longchamp-creative-black-amazon/3cbd08ad625c9c58528f/game.js,DOUBLE INTERACTION,⬆️⬇️ Swipe up & down,non-standard,YES,YES,"
20+ years, men / women
with open interests 
",Display,Full Screen,"CTR, Sales",15.42%,Yes,3.24%,Yes,56.43%,Yes,No,,85.67%,
"Longchamp Christmas
8cbe878af522612e85e149a05258cbd7",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,8cbe878af522612e85e149a05258cbd7/3ee6a512364c8f85da3a,/game.js,https://wat.adludio.com/games/8cbe878af522612e85e149a05258cbd7/3ee6a512364c8f85da3a/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Longchamp Christmas
Longchamp Natural",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-longchamp-natural/7d14264559e488cec707,/game.js,https://wat.adludio.com/games/adunit-longchamp-natural/7d14264559e488cec707/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Longchamp Christmas
51278a4d246147de67938d8bf6a0bab6",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,51278a4d246147de67938d8bf6a0bab6/ae57d9f4b191cabcfa91,/game.js,https://wat.adludio.com/games/51278a4d246147de67938d8bf6a0bab6/ae57d9f4b191cabcfa91/game.js,,,,,,,,MPU,,,,,,,,,,,
"Longchamp Christmas
Longchamp Natural Mpu",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-longchamp-natural-mpu/fe408c10c3cf589f947a,/game.js,https://wat.adludio.com/games/adunit-longchamp-natural-mpu/fe408c10c3cf589f947a/game.js,,,,,,,,MPU,,,,,,,,,,,
"Longchamp Christmas
Longchamp Creative Black Amazon Mpu",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-longchamp-creative-black-amazon-mpu/274250890b98fb20e7a0,/game.js,https://wat.adludio.com/games/adunit-longchamp-creative-black-amazon-mpu/274250890b98fb20e7a0/game.js,,,,,,,,MPU,,,,,,,,,,,
"Red Bull
(Music Fest LA)
Redbull La Festival Mob",,,,,,Food & Drink,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-redbull-la-festival-mob/39efa76b75296f7dd73f,/game.js,https://wat.adludio.com/games/adunit-redbull-la-festival-mob/39efa76b75296f7dd73f/game.js,,〰️👈 Scrub,non-standard,NO,–,"18-34 yo music lovers  (Hip Hop & EDM
Audiences; Attends Live Events Electronic
Music, Rap & Hip Hop & Photography)",Display,Full Screen,5% - 10% engagemenr rate,13.43%,No,5.68%,Yes,N/A,N/A,No,N/A,64.17%,
"Red Bull
(Music Fest LA)
Redbull La Festival Mpu",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-redbull-la-festival-mpu/59eb9207c5ea41858de1,/game.js,https://wat.adludio.com/games/adunit-redbull-la-festival-mpu/59eb9207c5ea41858de1/game.js,,,,,,,,MPU,,,,,,,,,,,
"EA Battlefield V
D35e486c83d5837a5e63c967c02fffa5",,,,,,Toys & Games,,,,,,,,,,,,,https://wat.adludio.com/games/,d35e486c83d5837a5e63c967c02fffa5/ff1bbfab75eae343e076,/game.js,https://wat.adludio.com/games/d35e486c83d5837a5e63c967c02fffa5/ff1bbfab75eae343e076/game.js,,⬆️ Swipe up,standard,YES,–,"Adults 16-30
Videogame fans ",Display,MPU,5% - 10% engagemenr rate,13.80%,Yes,14.80%,Yes,n/a,n/a,No,n/a,66.57%,
